Cross,Replicate,Mother_strain,Father_strain,Treatment,Block,Generation,Female_offspring,Male_offspring,Pre_window_female_offspring,Pre_window_male_offspring,Count_conditions
3,3,P1_UBI_female,P3_3xp_female,Female,1,3,42,50,0,0,Normal
3,5,P1_UBI_female,P3_3xp_female,Female,1,3,17,19,5,0,Normal
3,6,P1_UBI_female,P3_3xp_female,Female,1,3,0,0,0,0,Normal
3,7,P1_UBI_female,P3_3xp_female,Female,1,3,44,43,0,0,Normal
3,8,P1_UBI_female,P3_3xp_female,Female,1,3,0,0,0,0,Normal
3,10,P1_UBI_female,P3_3xp_female,Female,1,3,16,18,2,0,Normal
4,1,P3_3xp_female,P1_UBI_female,Female,1,3,40,31,10,2,Normal
4,2,P3_3xp_female,P1_UBI_female,Female,1,3,52,44,1,0,Normal
4,7,P3_3xp_female,P1_UBI_female,Female,1,3,53,41,2,3,Normal
4,9,P3_3xp_female,P1_UBI_female,Female,1,3,56,39,1,0,Normal
5,2,P1_UBI_female,P4_3xp_female,Female,1,3,44,50,9,2,Normal
5,3,P1_UBI_female,P4_3xp_female,Female,1,3,0,0,0,0,Normal
5,4,P1_UBI_female,P4_3xp_female,Female,1,3,25,33,12,7,Normal
5,5,P1_UBI_female,P4_3xp_female,Female,1,3,32,34,12,12,Normal
5,7,P1_UBI_female,P4_3xp_female,Female,1,3,10,20,4,1,Normal
6,1,P4_3xp_female,P1_UBI_female,Female,1,3,21,27,19,7,Normal
6,6,P4_3xp_female,P1_UBI_female,Female,1,3,6,13,21,10,Normal
6,7,P4_3xp_female,P1_UBI_female,Female,1,3,36,57,5,1,Normal
6,9,P4_3xp_female,P1_UBI_female,Female,1,3,48,59,2,0,Normal
6,10,P4_3xp_female,P1_UBI_female,Female,1,3,32,30,23,16,Normal
7,3,P2_UBI_female,P3_3xp_female,Female,1,3,0,0,0,0,Normal
7,4,P2_UBI_female,P3_3xp_female,Female,1,3,0,0,0,0,Normal
7,5,P2_UBI_female,P3_3xp_female,Female,1,3,0,0,0,0,Normal
7,6,P2_UBI_female,P3_3xp_female,Female,1,3,60,42,9,3,Normal
7,8,P2_UBI_female,P3_3xp_female,Female,1,3,22,17,0,0,Normal
8,3,P3_3xp_female,P2_UBI_female,Female,1,3,29,33,13,21,Normal
8,4,P3_3xp_female,P2_UBI_female,Female,1,3,0,0,0,0,Normal
8,7,P3_3xp_female,P2_UBI_female,Female,1,3,35,47,8,7,Normal
8,10,P3_3xp_female,P2_UBI_female,Female,1,3,34,46,23,9,Normal
9,1,P2_UBI_female,P4_3xp_female,Female,1,3,13,14,14,3,Normal
9,2,P2_UBI_female,P4_3xp_female,Female,1,3,37,35,27,13,Normal
9,4,P2_UBI_female,P4_3xp_female,Female,1,3,0,0,0,0,Normal
9,5,P2_UBI_female,P4_3xp_female,Female,1,3,21,27,6,0,Normal
9,6,P2_UBI_female,P4_3xp_female,Female,1,3,0,0,0,0,Normal
10,2,P4_3xp_female,P2_UBI_female,Female,1,3,0,5,9,6,Normal
10,3,P4_3xp_female,P2_UBI_female,Female,1,3,21,29,7,7,Normal
10,4,P4_3xp_female,P2_UBI_female,Female,1,3,0,0,0,0,Normal
10,5,P4_3xp_female,P2_UBI_female,Female,1,3,45,47,2,0,Normal
10,6,P4_3xp_female,P2_UBI_female,Female,1,3,25,29,7,6,Normal
11,1,P3_3xp_female,P4_3xp_female,Female,1,3,30,32,3,1,Normal
11,3,P3_3xp_female,P4_3xp_female,Female,1,3,12,25,7,1,Normal
11,4,P3_3xp_female,P4_3xp_female,Female,1,3,52,43,0,0,Normal
11,5,P3_3xp_female,P4_3xp_female,Female,1,3,30,38,1,2,Normal
11,7,P3_3xp_female,P4_3xp_female,Female,1,3,0,0,0,0,Normal
12,6,P4_3xp_female,P3_3xp_female,Female,1,3,33,39,5,7,Normal
12,7,P4_3xp_female,P3_3xp_female,Female,1,3,58,41,0,0,Normal
12,8,P4_3xp_female,P3_3xp_female,Female,1,3,1,0,0,0,Normal
12,9,P4_3xp_female,P3_3xp_female,Female,1,3,22,29,0,0,Normal
13,1,P1_3xp_male,P2_3xp_male,Male,1,3,46,40,4,2,Normal
13,2,P1_3xp_male,P2_3xp_male,Male,1,3,0,0,0,0,Normal
13,4,P1_3xp_male,P2_3xp_male,Male,1,3,0,0,0,0,Normal
13,5,P1_3xp_male,P2_3xp_male,Male,1,3,41,39,14,5,Normal
14,2,P2_3xp_male,P1_3xp_male,Male,1,3,25,25,6,2,Normal
14,3,P2_3xp_male,P1_3xp_male,Male,1,3,10,16,2,0,Normal
14,5,P2_3xp_male,P1_3xp_male,Male,1,3,38,56,2,0,Normal
14,6,P2_3xp_male,P1_3xp_male,Male,1,3,37,46,0,0,Normal
14,7,P2_3xp_male,P1_3xp_male,Male,1,3,0,0,0,0,Normal
15,1,P1_3xp_male,P3_UBI_male,Male,1,3,25,30,0,0,Normal
15,2,P1_3xp_male,P3_UBI_male,Male,1,3,0,1,0,0,Normal
15,3,P1_3xp_male,P3_UBI_male,Male,1,3,33,35,0,0,Normal
15,4,P1_3xp_male,P3_UBI_male,Male,1,3,0,0,0,0,Normal
15,5,P1_3xp_male,P3_UBI_male,Male,1,3,72,56,0,0,Normal
16,1,P3_UBI_male,P1_3xp_male,Male,1,3,36,42,10,0,Normal
16,2,P3_UBI_male,P1_3xp_male,Male,1,3,26,38,14,8,Normal
16,3,P3_UBI_male,P1_3xp_male,Male,1,3,26,33,7,6,Normal
16,4,P3_UBI_male,P1_3xp_male,Male,1,3,33,54,1,0,Normal
16,5,P3_UBI_male,P1_3xp_male,Male,1,3,33,29,13,11,Normal
16,7,P3_UBI_male,P1_3xp_male,Male,1,3,29,37,17,10,Normal
17,1,P1_3xp_male,P4_UBI_male,Male,1,3,0,0,0,0,Normal
17,3,P1_3xp_male,P4_UBI_male,Male,1,3,36,42,1,4,Normal
17,4,P1_3xp_male,P4_UBI_male,Male,1,3,41,41,18,18,Normal
17,5,P1_3xp_male,P4_UBI_male,Male,1,3,49,54,5,1,Normal
17,6,P1_3xp_male,P4_UBI_male,Male,1,3,0,0,0,0,Normal
18,2,P4_UBI_male,P1_3xp_male,Male,1,3,41,59,2,1,Normal
18,3,P4_UBI_male,P1_3xp_male,Male,1,3,59,48,2,1,Normal
18,4,P4_UBI_male,P1_3xp_male,Male,1,3,0,0,0,0,Normal
18,6,P4_UBI_male,P1_3xp_male,Male,1,3,40,40,5,1,Normal
18,7,P4_UBI_male,P1_3xp_male,Male,1,3,36,48,4,1,Normal
19,1,P2_3xp_male,P3_UBI_male,Male,1,3,37,33,13,1,Normal
19,3,P2_3xp_male,P3_UBI_male,Male,1,3,52,34,13,8,Normal
19,5,P2_3xp_male,P3_UBI_male,Male,1,3,38,42,18,4,Normal
19,6,P2_3xp_male,P3_UBI_male,Male,1,3,33,48,27,15,Normal
19,8,P2_3xp_male,P3_UBI_male,Male,1,3,31,43,10,1,Normal
20,2,P3_UBI_male,P2_3xp_male,Male,1,3,0,0,0,0,Normal
20,4,P3_UBI_male,P2_3xp_male,Male,1,3,0,0,0,0,Normal
20,5,P3_UBI_male,P2_3xp_male,Male,1,3,31,23,22,24,Normal
20,6,P3_UBI_male,P2_3xp_male,Male,1,3,1,8,2,0,Normal
20,7,P3_UBI_male,P2_3xp_male,Male,1,3,0,0,0,0,Normal
21,1,P2_3xp_male,P4_UBI_male,Male,1,3,26,34,7,3,Normal
21,2,P2_3xp_male,P4_UBI_male,Male,1,3,0,0,0,0,Normal
21,3,P2_3xp_male,P4_UBI_male,Male,1,3,30,40,18,12,Normal
21,5,P2_3xp_male,P4_UBI_male,Male,1,3,24,31,4,1,Normal
21,7,P2_3xp_male,P4_UBI_male,Male,1,3,44,36,10,5,Normal
22,3,P4_UBI_male,P2_3xp_male,Male,1,3,3,13,15,7,Normal
22,6,P4_UBI_male,P2_3xp_male,Male,1,3,12,30,25,24,Normal
22,8,P4_UBI_male,P2_3xp_male,Male,1,3,41,36,22,13,Normal
22,9,P4_UBI_male,P2_3xp_male,Male,1,3,43,46,12,6,Normal
23,1,P3_UBI_male,P4_UBI_male,Male,1,3,43,40,1,0,Normal
23,2,P3_UBI_male,P4_UBI_male,Male,1,3,51,55,2,0,Normal
23,3,P3_UBI_male,P4_UBI_male,Male,1,3,34,49,5,0,Normal
23,4,P3_UBI_male,P4_UBI_male,Male,1,3,31,38,4,1,Normal
23,5,P3_UBI_male,P4_UBI_male,Male,1,3,7,22,22,18,Normal
24,1,P4_UBI_male,P3_UBI_male,Male,1,3,0,0,0,0,Normal
24,2,P4_UBI_male,P3_UBI_male,Male,1,3,30,42,6,1,Normal
24,4,P4_UBI_male,P3_UBI_male,Male,1,3,0,0,4,3,Normal
24,6,P4_UBI_male,P3_UBI_male,Male,1,3,42,41,0,0,Normal
24,8,P4_UBI_male,P3_UBI_male,Male,1,3,NA,NA,NA,NA,Normal
25,1,P5,P6,Control,1,3,41,35,4,0,Normal
25,3,P5,P6,Control,1,3,50,55,0,0,Normal
25,4,P5,P6,Control,1,3,0,0,0,0,Normal
25,5,P5,P6,Control,1,3,0,0,0,0,Normal
25,6,P5,P6,Control,1,3,3,5,3,1,Normal
26,2,P6,P5,Control,1,3,1,7,0,0,Normal
26,6,P6,P5,Control,1,3,41,45,13,0,Normal
26,8,P6,P5,Control,1,3,0,0,0,0,Normal
26,9,P6,P5,Control,1,3,26,35,0,0,Normal
26,10,P6,P5,Control,1,3,16,22,1,0,Normal
27,2,P5,P7,Control,1,3,0,0,0,0,Normal
27,3,P5,P7,Control,1,3,0,0,0,0,Normal
27,4,P5,P7,Control,1,3,30,19,3,0,Normal
27,5,P5,P7,Control,1,3,33,37,1,0,Normal
27,6,P5,P7,Control,1,3,43,54,0,0,Normal
28,1,P7,P5,Control,1,3,8,20,13,7,Normal
28,2,P7,P5,Control,1,3,32,47,15,10,Normal
28,4,P7,P5,Control,1,3,24,25,18,18,Normal
28,5,P7,P5,Control,1,3,27,29,26,12,Normal
28,6,P7,P5,Control,1,3,27,32,6,3,Normal
29,1,P5,P8,Control,1,3,25,24,4,6,Normal
29,3,P5,P8,Control,1,3,29,25,12,6,Normal
29,4,P5,P8,Control,1,3,26,35,6,3,Normal
29,5,P5,P8,Control,1,3,48,36,3,0,Normal
29,7,P5,P8,Control,1,3,47,35,3,1,Normal
30,1,P8,P5,Control,1,3,18,31,12,13,Normal
30,3,P8,P5,Control,1,3,NA,NA,NA,NA,Normal
30,4,P8,P5,Control,1,3,35,38,10,7,Normal
30,6,P8,P5,Control,1,3,0,0,0,0,Normal
30,7,P8,P5,Control,1,3,58,58,4,1,Normal
31,4,P6,P7,Control,1,3,49,45,12,8,Normal
31,5,P6,P7,Control,1,3,28,27,19,14,Normal
31,6,P6,P7,Control,1,3,23,33,14,17,Normal
31,7,P6,P7,Control,1,3,0,0,0,0,Normal
31,8,P6,P7,Control,1,3,10,10,16,9,Normal
32,2,P7,P6,Control,1,3,0,0,0,0,Normal
32,3,P7,P6,Control,1,3,8,14,7,5,Normal
32,4,P7,P6,Control,1,3,28,26,13,8,Normal
32,5,P7,P6,Control,1,3,39,42,28,20,Normal
32,6,P7,P6,Control,1,3,35,44,18,15,Normal
33,4,P6,P8,Control,1,3,0,0,0,0,Normal
33,5,P6,P8,Control,1,3,0,5,9,5,Normal
33,7,P6,P8,Control,1,3,43,37,2,0,Normal
33,8,P6,P8,Control,1,3,0,0,0,0,Normal
34,1,P8,P6,Control,1,3,0,6,8,3,Normal
34,2,P8,P6,Control,1,3,33,46,2,2,Normal
34,3,P8,P6,Control,1,3,0,0,0,0,Normal
34,5,P8,P6,Control,1,3,8,19,5,3,Normal
34,6,P8,P6,Control,1,3,0,0,0,0,Normal
35,1,P7,P8,Control,1,3,20,30,5,7,Normal
35,2,P7,P8,Control,1,3,30,36,9,1,Normal
35,3,P7,P8,Control,1,3,0,0,0,0,Normal
35,4,P7,P8,Control,1,3,19,24,0,0,Normal
35,5,P7,P8,Control,1,3,15,12,4,1,Normal
36,1,P8,P7,Control,1,3,58,59,0,0,Normal
36,2,P8,P7,Control,1,3,40,49,1,0,Normal
36,3,P8,P7,Control,1,3,20,26,8,0,Normal
36,4,P8,P7,Control,1,3,29,32,3,1,Normal
36,5,P8,P7,Control,1,3,42,27,2,0,Normal
1,1,P1_UBI_female,P2_UBI_female,Female,1,4,0,0,0,0,Normal
1,4,P1_UBI_female,P2_UBI_female,Female,1,4,0,0,0,0,Normal
1,5,P1_UBI_female,P2_UBI_female,Female,1,4,17,10,26,6,Normal
1,6,P1_UBI_female,P2_UBI_female,Female,1,4,30,24,11,4,Normal
1,8,P1_UBI_female,P2_UBI_female,Female,1,4,0,0,0,0,Normal
2,1,P2_UBI_female,P1_UBI_female,Female,1,4,0,0,0,0,Normal
2,3,P2_UBI_female,P1_UBI_female,Female,1,4,6,6,1,0,Normal
2,5,P2_UBI_female,P1_UBI_female,Female,1,4,27,16,13,1,Normal
2,6,P2_UBI_female,P1_UBI_female,Female,1,4,31,27,5,0,Normal
2,7,P2_UBI_female,P1_UBI_female,Female,1,4,0,0,0,0,Normal
2,8,P2_UBI_female,P1_UBI_female,Female,1,4,41,32,26,24,Normal
2,10,P2_UBI_female,P1_UBI_female,Female,1,4,0,0,0,0,Normal
3,3,P1_UBI_female,P3_3xp_female,Female,1,4,41,58,20,4,Normal
3,5,P1_UBI_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
3,6,P1_UBI_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
3,7,P1_UBI_female,P3_3xp_female,Female,1,4,23,29,5,3,Normal
3,8,P1_UBI_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
3,10,P1_UBI_female,P3_3xp_female,Female,1,4,5,7,0,0,Normal
4,1,P3_3xp_female,P1_UBI_female,Female,1,4,38,44,12,2,Normal
4,2,P3_3xp_female,P1_UBI_female,Female,1,4,48,42,9,1,Normal
4,7,P3_3xp_female,P1_UBI_female,Female,1,4,13,16,3,0,Normal
4,9,P3_3xp_female,P1_UBI_female,Female,1,4,25,20,7,2,Normal
5,2,P1_UBI_female,P4_3xp_female,Female,1,4,30,51,13,3,Normal
5,3,P1_UBI_female,P4_3xp_female,Female,1,4,0,0,0,0,Normal
5,4,P1_UBI_female,P4_3xp_female,Female,1,4,18,30,4,0,Normal
5,5,P1_UBI_female,P4_3xp_female,Female,1,4,24,32,13,14,Normal
5,7,P1_UBI_female,P4_3xp_female,Female,1,4,7,4,0,0,Normal
6,1,P4_3xp_female,P1_UBI_female,Female,1,4,21,24,7,3,Normal
6,6,P4_3xp_female,P1_UBI_female,Female,1,4,44,53,15,8,Normal
6,7,P4_3xp_female,P1_UBI_female,Female,1,4,34,41,0,0,Normal
6,9,P4_3xp_female,P1_UBI_female,Female,1,4,23,34,7,4,Normal
6,10,P4_3xp_female,P1_UBI_female,Female,1,4,44,54,9,2,Normal
7,3,P2_UBI_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
7,4,P2_UBI_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
7,5,P2_UBI_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
7,6,P2_UBI_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
7,8,P2_UBI_female,P3_3xp_female,Female,1,4,28,36,3,0,Normal
8,3,P3_3xp_female,P2_UBI_female,Female,1,4,20,25,1,1,Normal
8,4,P3_3xp_female,P2_UBI_female,Female,1,4,0,0,0,0,Normal
8,7,P3_3xp_female,P2_UBI_female,Female,1,4,30,25,0,0,Normal
8,10,P3_3xp_female,P2_UBI_female,Female,1,4,50,48,3,1,Normal
9,1,P2_UBI_female,P4_3xp_female,Female,1,4,8,7,2,0,Normal
9,2,P2_UBI_female,P4_3xp_female,Female,1,4,23,18,5,0,Normal
9,4,P2_UBI_female,P4_3xp_female,Female,1,4,0,0,0,0,Normal
9,5,P2_UBI_female,P4_3xp_female,Female,1,4,43,26,0,0,Normal
9,6,P2_UBI_female,P4_3xp_female,Female,1,4,0,0,0,0,Normal
10,2,P4_3xp_female,P2_UBI_female,Female,1,4,0,0,0,0,Normal
10,3,P4_3xp_female,P2_UBI_female,Female,1,4,22,23,9,1,Normal
10,4,P4_3xp_female,P2_UBI_female,Female,1,4,0,0,0,0,Normal
10,5,P4_3xp_female,P2_UBI_female,Female,1,4,26,36,14,1,Normal
10,6,P4_3xp_female,P2_UBI_female,Female,1,4,0,0,0,0,Normal
11,1,P3_3xp_female,P4_3xp_female,Female,1,4,12,9,9,4,Normal
11,3,P3_3xp_female,P4_3xp_female,Female,1,4,34,48,23,11,Normal
11,4,P3_3xp_female,P4_3xp_female,Female,1,4,50,36,12,3,Normal
11,5,P3_3xp_female,P4_3xp_female,Female,1,4,15,50,1,0,Normal
11,7,P3_3xp_female,P4_3xp_female,Female,1,4,0,0,0,0,Normal
12,6,P4_3xp_female,P3_3xp_female,Female,1,4,49,49,2,0,Normal
12,7,P4_3xp_female,P3_3xp_female,Female,1,4,30,50,12,7,Normal
12,8,P4_3xp_female,P3_3xp_female,Female,1,4,0,0,0,0,Normal
12,9,P4_3xp_female,P3_3xp_female,Female,1,4,50,52,0,0,Normal
13,1,P1_3xp_male,P2_3xp_male,Male,1,4,29,34,9,5,Normal
13,2,P1_3xp_male,P2_3xp_male,Male,1,4,0,0,0,0,Normal
13,4,P1_3xp_male,P2_3xp_male,Male,1,4,0,0,0,0,Normal
13,5,P1_3xp_male,P2_3xp_male,Male,1,4,32,48,14,10,Normal
14,2,P2_3xp_male,P1_3xp_male,Male,1,4,37,56,32,20,Normal
14,3,P2_3xp_male,P1_3xp_male,Male,1,4,42,34,2,0,Normal
14,5,P2_3xp_male,P1_3xp_male,Male,1,4,16,25,17,8,Normal
14,6,P2_3xp_male,P1_3xp_male,Male,1,4,0,0,0,0,Normal
14,7,P2_3xp_male,P1_3xp_male,Male,1,4,0,0,0,0,Normal
15,1,P1_3xp_male,P3_UBI_male,Male,1,4,23,32,0,0,Normal
15,2,P1_3xp_male,P3_UBI_male,Male,1,4,0,0,0,0,Normal
15,3,P1_3xp_male,P3_UBI_male,Male,1,4,20,35,8,1,Normal
15,4,P1_3xp_male,P3_UBI_male,Male,1,4,0,0,0,0,Normal
15,5,P1_3xp_male,P3_UBI_male,Male,1,4,49,42,11,7,Normal
16,1,P3_UBI_male,P1_3xp_male,Male,1,4,0,0,0,0,Normal
16,2,P3_UBI_male,P1_3xp_male,Male,1,4,19,14,20,18,Normal
16,3,P3_UBI_male,P1_3xp_male,Male,1,4,30,39,5,1,Normal
16,4,P3_UBI_male,P1_3xp_male,Male,1,4,0,1,0,0,Normal
16,5,P3_UBI_male,P1_3xp_male,Male,1,4,36,39,0,0,Normal
16,7,P3_UBI_male,P1_3xp_male,Male,1,4,11,17,3,6,Normal
17,1,P1_3xp_male,P4_UBI_male,Male,1,4,0,0,0,0,Normal
17,3,P1_3xp_male,P4_UBI_male,Male,1,4,39,35,9,0,Normal
17,4,P1_3xp_male,P4_UBI_male,Male,1,4,15,18,4,6,Normal
17,5,P1_3xp_male,P4_UBI_male,Male,1,4,53,55,9,1,Normal
17,6,P1_3xp_male,P4_UBI_male,Male,1,4,0,0,0,0,Normal
18,2,P4_UBI_male,P1_3xp_male,Male,1,4,16,17,6,5,Normal
18,3,P4_UBI_male,P1_3xp_male,Male,1,4,51,39,5,4,Normal
18,4,P4_UBI_male,P1_3xp_male,Male,1,4,0,0,0,0,Normal
18,6,P4_UBI_male,P1_3xp_male,Male,1,4,15,10,0,0,Normal
18,7,P4_UBI_male,P1_3xp_male,Male,1,4,24,16,4,5,Normal
19,1,P2_3xp_male,P3_UBI_male,Male,1,4,43,48,2,0,Normal
19,3,P2_3xp_male,P3_UBI_male,Male,1,4,29,38,0,0,Normal
19,5,P2_3xp_male,P3_UBI_male,Male,1,4,21,39,17,9,Normal
19,6,P2_3xp_male,P3_UBI_male,Male,1,4,29,37,12,11,Normal
19,8,P2_3xp_male,P3_UBI_male,Male,1,4,15,21,7,2,Normal
20,2,P3_UBI_male,P2_3xp_male,Male,1,4,0,0,0,0,Normal
20,4,P3_UBI_male,P2_3xp_male,Male,1,4,0,0,0,0,Normal
20,5,P3_UBI_male,P2_3xp_male,Male,1,4,3,6,0,0,Normal
20,6,P3_UBI_male,P2_3xp_male,Male,1,4,31,18,1,2,Normal
20,7,P3_UBI_male,P2_3xp_male,Male,1,4,0,0,0,0,Normal
21,1,P2_3xp_male,P4_UBI_male,Male,1,4,28,23,13,6,Normal
21,2,P2_3xp_male,P4_UBI_male,Male,1,4,0,0,0,0,Normal
21,3,P2_3xp_male,P4_UBI_male,Male,1,4,13,20,16,5,Normal
21,5,P2_3xp_male,P4_UBI_male,Male,1,4,14,10,2,0,Normal
21,7,P2_3xp_male,P4_UBI_male,Male,1,4,0,0,0,0,Normal
22,3,P4_UBI_male,P2_3xp_male,Male,1,4,22,24,6,2,Normal
22,6,P4_UBI_male,P2_3xp_male,Male,1,4,25,26,4,7,Normal
22,8,P4_UBI_male,P2_3xp_male,Male,1,4,0,0,0,0,Normal
22,9,P4_UBI_male,P2_3xp_male,Male,1,4,16,13,5,3,Normal
23,1,P3_UBI_male,P4_UBI_male,Male,1,4,18,31,10,0,Normal
23,2,P3_UBI_male,P4_UBI_male,Male,1,4,29,30,12,5,Normal
23,3,P3_UBI_male,P4_UBI_male,Male,1,4,19,40,13,7,Normal
23,4,P3_UBI_male,P4_UBI_male,Male,1,4,18,17,9,13,Normal
23,5,P3_UBI_male,P4_UBI_male,Male,1,4,14,21,19,12,Normal
24,1,P4_UBI_male,P3_UBI_male,Male,1,4,0,0,0,0,Normal
24,2,P4_UBI_male,P3_UBI_male,Male,1,4,23,22,10,3,Normal
24,4,P4_UBI_male,P3_UBI_male,Male,1,4,0,0,0,0,Normal
24,6,P4_UBI_male,P3_UBI_male,Male,1,4,4,4,0,0,Normal
24,8,P4_UBI_male,P3_UBI_male,Male,1,4,NA,NA,NA,NA,Normal
25,1,P5,P6,Control,1,4,22,25,3,0,Normal
25,3,P5,P6,Control,1,4,8,13,3,1,Normal
25,4,P5,P6,Control,1,4,0,0,0,0,Normal
25,5,P5,P6,Control,1,4,0,0,0,0,Normal
25,6,P5,P6,Control,1,4,0,0,0,0,Normal
26,2,P6,P5,Control,1,4,13,17,2,0,Normal
26,6,P6,P5,Control,1,4,0,0,0,0,Normal
26,8,P6,P5,Control,1,4,0,0,0,0,Normal
26,9,P6,P5,Control,1,4,20,34,6,3,Normal
26,10,P6,P5,Control,1,4,20,23,3,2,Normal
27,2,P5,P7,Control,1,4,0,0,0,0,Normal
27,3,P5,P7,Control,1,4,0,0,0,0,Normal
27,4,P5,P7,Control,1,4,17,12,3,0,Normal
27,5,P5,P7,Control,1,4,25,32,13,11,Normal
27,6,P5,P7,Control,1,4,27,50,12,8,Normal
28,1,P7,P5,Control,1,4,0,0,0,0,Normal
28,2,P7,P5,Control,1,4,22,30,5,3,Normal
28,4,P7,P5,Control,1,4,15,25,5,10,Normal
28,5,P7,P5,Control,1,4,3,3,0,1,Normal
28,6,P7,P5,Control,1,4,30,26,9,0,Normal
29,1,P5,P8,Control,1,4,0,0,0,0,Normal
29,3,P5,P8,Control,1,4,38,39,5,3,Normal
29,4,P5,P8,Control,1,4,18,27,2,0,Normal
29,5,P5,P8,Control,1,4,22,16,3,0,Normal
29,7,P5,P8,Control,1,4,26,27,5,6,Normal
30,1,P8,P5,Control,1,4,21,28,5,2,Normal
30,3,P8,P5,Control,1,4,1,0,0,0,Normal
30,4,P8,P5,Control,1,4,26,25,13,1,Normal
30,6,P8,P5,Control,1,4,0,0,0,0,Normal
30,7,P8,P5,Control,1,4,26,32,3,4,Normal
31,4,P6,P7,Control,1,4,1,0,0,0,Normal
31,5,P6,P7,Control,1,4,30,37,11,9,Normal
31,6,P6,P7,Control,1,4,32,24,27,16,Normal
31,7,P6,P7,Control,1,4,0,0,0,0,Normal
31,8,P6,P7,Control,1,4,16,27,4,2,Normal
32,2,P7,P6,Control,1,4,0,0,0,0,Normal
32,3,P7,P6,Control,1,4,3,10,6,1,Normal
32,4,P7,P6,Control,1,4,32,15,5,0,Normal
32,5,P7,P6,Control,1,4,0,0,0,0,Normal
32,6,P7,P6,Control,1,4,40,55,12,1,Normal
33,4,P6,P8,Control,1,4,0,0,0,0,Normal
33,5,P6,P8,Control,1,4,0,0,0,0,Normal
33,7,P6,P8,Control,1,4,1,0,0,0,Normal
33,8,P6,P8,Control,1,4,0,0,0,0,Normal
34,1,P8,P6,Control,1,4,0,0,0,0,Normal
34,2,P8,P6,Control,1,4,36,31,9,11,Normal
34,3,P8,P6,Control,1,4,0,0,0,0,Normal
34,5,P8,P6,Control,1,4,0,0,0,0,Normal
34,6,P8,P6,Control,1,4,0,0,0,0,Normal
35,1,P7,P8,Control,1,4,4,17,2,5,Normal
35,2,P7,P8,Control,1,4,0,0,0,0,Normal
35,3,P7,P8,Control,1,4,0,0,0,0,Normal
35,4,P7,P8,Control,1,4,32,25,1,0,Normal
35,5,P7,P8,Control,1,4,16,26,16,10,Normal
36,1,P8,P7,Control,1,4,44,45,16,8,Normal
36,2,P8,P7,Control,1,4,16,18,1,1,Normal
36,3,P8,P7,Control,1,4,25,31,8,2,Normal
36,4,P8,P7,Control,1,4,16,19,9,7,Normal
36,5,P8,P7,Control,1,4,0,0,0,0,Normal
1,1,P1_UBI_female,P2_UBI_female,Female,1,5,0,0,0,0,Normal
1,4,P1_UBI_female,P2_UBI_female,Female,1,5,0,0,0,0,Normal
1,5,P1_UBI_female,P2_UBI_female,Female,1,5,NA,NA,NA,NA,Normal
1,6,P1_UBI_female,P2_UBI_female,Female,1,5,23,29,10,4,Normal
1,8,P1_UBI_female,P2_UBI_female,Female,1,5,0,0,0,0,Normal
2,1,P2_UBI_female,P1_UBI_female,Female,1,5,0,0,0,0,Normal
2,3,P2_UBI_female,P1_UBI_female,Female,1,5,0,0,0,0,Normal
2,5,P2_UBI_female,P1_UBI_female,Female,1,5,1,2,1,1,Normal
2,6,P2_UBI_female,P1_UBI_female,Female,1,5,39,47,5,0,Normal
2,7,P2_UBI_female,P1_UBI_female,Female,1,5,0,0,0,0,Normal
2,8,P2_UBI_female,P1_UBI_female,Female,1,5,43,44,0,0,Normal
2,10,P2_UBI_female,P1_UBI_female,Female,1,5,0,0,0,0,Normal
3,3,P1_UBI_female,P3_3xp_female,Female,1,5,38,54,6,0,Normal
3,5,P1_UBI_female,P3_3xp_female,Female,1,5,0,0,0,0,Normal
3,6,P1_UBI_female,P3_3xp_female,Female,1,5,0,0,0,0,Normal
3,7,P1_UBI_female,P3_3xp_female,Female,1,5,59,48,0,0,Normal
3,8,P1_UBI_female,P3_3xp_female,Female,1,5,0,0,0,0,Normal
3,10,P1_UBI_female,P3_3xp_female,Female,1,5,11,7,0,0,Normal
4,1,P3_3xp_female,P1_UBI_female,Female,1,5,27,40,9,6,Normal
4,2,P3_3xp_female,P1_UBI_female,Female,1,5,51,48,6,0,Normal
4,7,P3_3xp_female,P1_UBI_female,Female,1,5,15,26,10,6,Normal
4,9,P3_3xp_female,P1_UBI_female,Female,1,5,9,13,2,2,Normal
5,2,P1_UBI_female,P4_3xp_female,Female,1,5,34,52,4,3,Normal
5,3,P1_UBI_female,P4_3xp_female,Female,1,5,0,0,0,0,Normal
5,4,P1_UBI_female,P4_3xp_female,Female,1,5,51,43,0,0,Normal
5,5,P1_UBI_female,P4_3xp_female,Female,1,5,15,26,12,6,Normal
5,7,P1_UBI_female,P4_3xp_female,Female,1,5,14,33,13,6,Normal
6,1,P4_3xp_female,P1_UBI_female,Female,1,5,35,38,0,0,Normal
6,6,P4_3xp_female,P1_UBI_female,Female,1,5,41,60,1,0,Normal
